smiles
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCO)cc1
CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
CCCCCCCCC=CCCCCCCCC(=O)OC1(OC2(CO)OC(CO)C(O)C2O)OC(CO)C(O)C(O)C1O
CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O
CCCCCC(=O)CC(=O)NC1CCOC1=O
CCCCCCCCCCCC(=O)NC1CCOC1=O
CCCCCCCCCCCCCCCC(=O)NC1CCOC1=O
CCCCCCCCOCC(O)CO
CCCCCCCCOC1OC(CO)C(O)C(O)C1O
CCCCOCC(O)C(O)C(O)CO
CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO
CCCCCCC(=O)OCC(O)C(O)C(O)CO
CCCCCCCOCC(O)C(O)C(O)CO
CCCCCC(=O)OCC(O)C(O)C(O)CO
CCCCCCOCC(O)C(O)C(O)CO
CCCCCCCCC(=O)OCC(O)C(O)C(O)CO
CCCCCCCCCOCC(O)C(O)C(O)CO
CCCCCCCC(=O)OCC(O)C(O)C(O)CO
CCCCCCCCOCC(O)C(O)C(O)CO
CCCCC(=O)OCC(O)C(O)C(O)CO
CCCCCOCC(O)C(O)C(O)CO
CCCCSCC(O)C(O)C(O)CO
CCCCCSCC(O)C(O)C(O)CO
CCCCCC(CCCC)OC1OC(CO)C(O)C(O)C1O
CCCCCCCC(CC)OC1OC(CO)C(O)C(O)C1O
CCCCCCCCC(C)OC1OC(CO)C(O)C(O)C1O
CCCCCCC(CCC)OC1OC(CO)C(O)C(O)C1O
CCCCCCCCCCCC(=O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
CCCCCCCC(CCCCCC)SCCC(=O)OCC1(O)C(O)C(O)C(O)C1O
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO
CCCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO
CCCCCCCC(=O)N(C)CC(O)C(O)C(O)C(O)CO
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OC3(CO)OC(CO)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
CCCCCCCCCCCC(=O)OCC1OC(OCC2OC(OCC3OC(OC4(CO)OC(CO)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
CCCCCCCCCCCC(=O)OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O
CCCCCCCCCCSCC(O)C(O)C(O)CO
CCCCCCCCCCSC1OC(=O)C(O)C1O
CCCCCCSCC(O)C(O)C(O)CO
CCCCCCSC1OC(=O)C(O)C1O
CCCCCCCCSCC(O)C(O)C(O)CO
CCCCCCCCSC1OC(=O)C(O)C1O
CCCCCCCC(=O)NC1C(O)OC(CO)C(O)C1O
CCCCCCCC(=O)NC1OC(CO)C(O)C(O)C1O
CC(C)CCCC(C)CCOC1OC(CO)C(O)C(O)C1O
CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
CC(C)CCCC(C)CCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O
CCCCCCCCCOC1OC(CO)C(O)C(O)C1N
CCCCCCCCOC1OC(CO)C(O)C(O)C1N
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO
CCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO
CCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCC(=O)N(C)CC(O)CO
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO
CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O
CCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O
CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O
CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O
CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
CCCCCCCCCOC1OC(CO)C(O)C(O)C1O
CCCCCCCCSC1OC(CO)C(O)C(O)C1O
CCCCCCOCCOCCOCCO
CCCCCCCCCCOCCOCCOCCO
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
CCCCCCCC[N+](C)(C)C.[Br-]
CCCCCCCCCC[N+](C)(C)C.[Br-]
CCCCCCCCCC[N+](C)(C)C.[Cl-]
CCCCCCCCCCCC[N+](C)(C)C.[Br-]
CCCCCCCCCCCC[N+](C)(C)C.[Cl-]
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
CCCCCCCCCCCCCC[N+](C)(C)C.[Cl-]
CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
CCCCCCCCCC[n+]1ccccc1.[Br-]
CCCCCCCCCCC[n+]1ccccc1.[Br-]
CCCCCCCCCCCC[n+]1ccccc1.[Br-]
CCCCCCCCCCCC[n+]1ccccc1.[Cl-]
CCCCCCCCCCCC[n+]1ccccc1.[I-]
CCCCCCCCCCCCC[n+]1ccccc1.[Br-]
CCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
CCCCCCCCCCCCCC[n+]1ccccc1.[Cl-]
CCCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-]
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-]
CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-]
CCCCCCCCCCCC[N+](C)(C)CC.[Br-]
CCCCCCCCCCCC[N+](C)(C)CCCC.[Br-]
CCCCCCCCCCCC[N+](C)(C)CCCCCC.[Br-]
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC.[Br-]
CCCCCCCCCCCCCC[N+](CC)(CC)CC.[Br-]
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC.[Br-]
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC.[Br-]
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
CCCCCCCCCCCC[NH2+]CCO.[Cl-]
CCCCCCCCCCCC[NH+]CCO.[Cl-]
CCCCCCCCCCCC[N+]CCO.[Cl-]
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-]
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-]
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C.[Na+]
CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-].[Na+]
CCCCCCCCCCS(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCS(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCS(=O)(=O)[O-].[Li+]
CCCCCCCCCCCCS(=O)(=O)[O-].[NH4+]
CCCCCCCCCCCCS(=O)(=O)[O-].[K+]
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCOS(=O)(=O)[O-].[Li+]
CCCCCCCCC(CC)OS(=O)(=O)[O-].C[N+](C)(C)C
CCCCCCCCC(CC)OS(=O)(=O)[O-].CCC[N+](CCC)(CCC)CCC
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
CCCCCCCCCCOCCS(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCOCCOS(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+]
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-].[Na+]
CCCCCCOC(=O)CS(=O)(=O)[O-].[Na+]
CCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+]
CCCCCCCCCCOC(=O)CS(=O)(=O)[O-].[Na+]
CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+]
CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-].[Na+]
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-].[Na+]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F.[Na+]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Li+]
CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-].[Na+]
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+]
CCCCCCCCCC[N+](C)(C)CC(=O)[O-]
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-]
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-]
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-]
CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-]
CCCCCCCCCCCC[N+](C)(C)CCCCCC(=O)[O-]
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC(=O)[O-]
CCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1
CCCCCCCCCCCCC(C(=O)[O-])[n+]1ccccc1
CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]
CCCCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]
